SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",0.087302818428725,8,21,30,12,2,26,0
"(3,9)-(3,49)",5.513563494652374e-08,26,17,33,1,2,3,0
"(3,11)-(3,49)",4.575104384230144e-06,33,3,14,1,8,26,0
"(3,15)-(3,47)",1.7305054056393487e-07,2,26,1,17,33,27,0
"(3,15)-(3,49)",99.99309778213501,46,22,13,26,25,3,17
"(3,31)-(3,46)",17.57286638021469,50,8,14,24,33,42,0
"(3,41)-(3,42)",19.158490002155304,2,1,29,7,31,4,0
"(3,41)-(3,46)",2.9121600091457367,2,1,10,30,3,4,0
"(4,19)-(4,33)",2.751981151641325e-10,1,10,4,2,29,31,0
"(4,19)-(4,43)",0.00890295414137654,14,1,9,15,10,3,0
"(4,34)-(4,35)",1.5520655854617455e-13,1,10,14,2,4,17,0
