SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,3)-(24,26)",19.84350234270096,40,37,11,8,26,1,0
"(15,14)-(15,22)",1.8242914956445588e-07,1,31,23,4,22,9,0
"(17,20)-(17,45)",4.384278895486204e-06,25,14,9,19,46,3,0
"(17,27)-(17,44)",1.908088798074914e-07,9,2,25,22,12,3,0
"(17,28)-(17,32)",3.273134801390354e-11,12,1,2,29,9,8,0
"(19,24)-(19,63)",2.7327739273970766e-14,23,28,3,50,38,35,0
"(19,24)-(19,69)",99.99997615814209,22,46,50,1,19,8,22
"(19,25)-(19,42)",4.617585870228067e-22,2,3,1,22,46,14,0
"(19,26)-(19,30)",2.932869735028432e-20,2,1,29,33,10,17,0
"(19,45)-(19,62)",4.617585870228067e-22,2,3,1,22,46,14,0
"(19,46)-(19,50)",2.932869735028432e-20,2,1,29,33,10,17,0
"(19,66)-(19,69)",1.859556883872886e-21,4,7,35,21,1,31,0
