SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(3,69)",72.19527959823608,26,11,1,3,42,8,0
"(3,3)-(3,69)",0.009116184082813561,30,8,3,33,26,21,8
"(3,22)-(3,69)",0.0003318822564324364,17,18,46,2,1,8,0
"(3,42)-(3,52)",9.510103815557613e-07,15,11,12,18,8,14,0
"(6,15)-(6,16)",6.671879715369755e-09,2,10,1,33,29,17,0
"(6,15)-(6,18)",0.3652255982160568,6,2,8,1,14,43,0
"(6,60)-(6,66)",2.1833418319822107e-10,1,2,29,10,12,4,0
"(6,60)-(6,73)",2.856548504681644e-09,14,9,15,2,1,10,0
"(6,67)-(6,73)",1.4144310966912599e-05,12,2,1,8,9,39,0
"(6,68)-(6,69)",0.008493787026964128,1,2,33,8,29,21,0
"(8,22)-(8,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(8,22)-(8,49)",68.59900951385498,8,2,6,14,3,24,0
"(8,29)-(8,49)",66.0163938999176,8,6,2,47,33,1,0
"(8,30)-(8,45)",0.3276931354776025,33,8,2,1,42,9,0
"(8,31)-(8,37)",1.231351642871914e-06,1,29,2,10,33,4,0
