SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,37)-(11,76)",1.0776811443236056e-06,7,14,13,8,2,19,0
"(11,52)-(11,62)",2.9347746604572896e-26,29,1,2,21,43,12,0
"(11,52)-(11,64)",1.6537465841182097e-07,43,2,1,29,21,27,0
"(11,70)-(11,76)",6.46511186599974e-10,29,2,21,12,32,14,0
"(13,12)-(24,35)",3.480029420188657e-05,26,40,11,37,8,22,0
"(13,15)-(24,35)",3.5953295896007376e-07,26,11,40,37,22,1,0
"(14,3)-(24,35)",1.2054340913891792,11,26,8,40,12,37,0
"(24,3)-(24,13)",1.7221438166186772e-16,10,29,1,2,7,43,0
"(24,3)-(24,35)",6.639460252699791e-05,3,13,35,10,26,19,0
"(27,3)-(28,70)",0.0043237032514298335,30,8,21,12,2,11,0
"(27,9)-(27,25)",2.0629892238943626e-08,26,2,17,1,10,33,0
"(27,11)-(27,25)",5.308335104814432e-07,33,1,14,3,17,10,0
"(27,15)-(27,21)",2.2831866605677043e-11,29,10,1,2,7,4,0
"(27,15)-(27,25)",99.99998807907104,40,10,26,35,1,2,0
"(28,3)-(28,70)",1.401494494128759e-14,21,28,2,30,5,26,0
"(28,14)-(28,15)",99.99765157699585,5,16,10,35,7,21,0
"(28,44)-(28,58)",2.751975947470897e-10,1,10,4,2,29,31,0
"(28,44)-(28,70)",1.6129149124026299,14,3,30,1,6,9,0
"(28,59)-(28,60)",1.5520655854617455e-13,1,10,14,2,4,17,0
"(28,61)-(28,65)",2.3467427467949165e-05,29,45,1,43,7,2,0
