SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,12)-(11,21)",1.716615808918312e-11,33,1,8,17,2,26,0
"(11,17)-(11,21)",0.0004364752385299653,4,1,2,6,31,8,0
"(17,27)-(17,51)",5.562869956343697e-09,6,14,4,13,48,15,0
"(17,28)-(17,44)",4.153230648284989e-07,2,14,1,6,4,8,0
"(17,29)-(17,41)",1.341406846711024e-08,2,1,29,8,33,12,0
"(17,45)-(17,46)",5.782524524315658e-14,2,1,33,8,29,9,0
"(30,3)-(30,68)",3.0669713435571566e-07,6,23,8,14,4,15,0
"(30,31)-(30,37)",4.40020415937159e-10,29,2,1,33,13,21,0
"(30,31)-(30,40)",12.25501373410225,6,4,1,2,22,23,0
"(30,54)-(30,66)",1.1249147772139645e-11,34,9,2,1,29,10,0
"(30,54)-(30,68)",2.6829810813069344,9,1,3,2,4,34,0
