SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(7,8)-(7,51)",0.689315889030695,28,21,36,2,14,30,0
"(7,18)-(7,23)",6.668860859113741e-14,29,1,2,32,10,4,0
"(7,18)-(7,32)",0.438136700540781,3,1,14,4,13,32,0
"(7,36)-(7,38)",0.0014997320249676704,1,28,24,43,4,2,0
"(7,36)-(7,51)",0.0037881196476519108,32,11,36,49,1,15,15
"(7,42)-(7,45)",20.676515996456146,2,1,4,22,6,30,0
"(7,42)-(7,51)",0.005384728865465149,1,19,20,44,2,3,0
"(7,49)-(7,51)",20.676515996456146,2,1,4,22,6,30,0
"(8,8)-(8,59)",0.8220082148909569,28,36,21,2,14,30,0
"(8,19)-(8,24)",1.241878520287195e-13,1,29,10,4,35,7,0
"(8,19)-(8,37)",0.0032432377338409424,3,1,13,4,22,14,0
"(8,41)-(8,52)",0.005384728865465149,1,19,20,44,2,3,0
"(8,41)-(8,58)",0.009440633584745228,1,14,3,13,30,44,15
"(8,42)-(8,45)",68.291574716568,22,4,1,24,40,2,0
"(8,49)-(8,51)",20.676515996456146,2,1,4,22,6,30,0
"(8,56)-(8,58)",0.0014997320249676704,1,28,24,43,4,2,0
