SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(21,5)-(24,52)",44.326990842819214,21,11,36,8,26,12,0
"(21,11)-(21,36)",6.782490367951421e-10,26,17,1,2,10,46,0
"(21,17)-(21,36)",99.99501705169678,46,16,30,1,44,6,11
"(21,35)-(21,36)",0.020492520707193762,1,2,43,27,28,29,0
"(22,5)-(24,52)",2.012717770227823e-09,30,11,36,16,13,26,0
"(22,16)-(22,17)",99.99765157699585,5,16,10,35,7,21,5
"(24,19)-(24,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,19)-(24,45)",0.5551833193749189,2,1,49,30,16,14,0
"(24,34)-(24,35)",1.2989248662869304e-18,1,10,4,29,45,35,0
"(24,36)-(24,40)",2.3467427467949165e-05,29,45,1,43,7,2,0
