SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(2,77)",0.008520460687577724,8,21,30,12,2,28,0
"(2,21)-(2,32)",8.922977103292123e-12,26,17,2,33,1,10,0
"(2,27)-(2,28)",19.158490002155304,2,1,29,7,31,4,0
"(2,27)-(2,32)",99.99270439147949,20,11,1,44,10,31,1
"(2,36)-(2,77)",1.0111181158035449e-17,30,3,28,6,8,43,0
"(2,47)-(2,49)",99.99110698699951,35,4,10,5,1,14,10
"(2,53)-(2,67)",2.751975947470897e-10,1,10,4,2,29,31,0
"(2,53)-(2,77)",0.008902938134269789,14,1,9,15,10,3,0
"(2,68)-(2,69)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(2,70)-(2,74)",1.1251815479340621e-06,1,4,24,14,31,2,0
