SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(2,76)",0.016468105604872108,8,21,30,12,2,28,0
"(2,21)-(2,32)",5.1797823842625323e-11,26,17,1,2,33,10,0
"(2,27)-(2,32)",99.99998807907104,40,10,26,35,1,2,17
"(2,29)-(2,30)",2.2831866605677043e-11,29,10,1,2,7,4,0
"(2,31)-(2,32)",1.922390282516062e-05,2,29,7,21,12,1,0
"(2,36)-(2,76)",1.2145718340833026e-16,30,2,3,6,28,8,0
"(2,47)-(2,48)",99.99765157699585,5,16,10,35,7,21,10
"(2,52)-(2,66)",2.751975947470897e-10,1,10,4,2,29,31,0
"(2,52)-(2,76)",0.008902938134269789,14,1,9,15,10,3,0
"(2,67)-(2,68)",1.5520655854617455e-13,1,10,14,2,4,17,0
"(2,69)-(2,73)",2.3467427467949165e-05,29,45,1,43,7,2,0
