SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(8,70)",6.88847237029222e-06,11,1,8,26,20,22,0
"(6,7)-(8,70)",0.00033120877560577355,12,30,21,11,15,13,0
"(6,13)-(6,48)",9.912671430356568e-05,26,17,1,3,33,14,0
"(6,15)-(6,48)",0.0007113093943189597,3,1,33,14,9,8,0
"(6,19)-(6,48)",0.02010074385907501,6,8,1,15,46,30,0
"(6,21)-(6,22)",2.5313850530345377e-16,29,2,1,21,10,7,0
"(7,7)-(8,70)",2.217588335184928e-07,1,30,17,11,26,2,0
"(7,18)-(7,19)",83.8806688785553,4,1,10,2,7,29,1
"(8,47)-(8,61)",3.13015915453434,1,4,2,10,29,14,0
"(8,47)-(8,70)",0.00010350377124268562,6,14,1,2,30,4,0
"(8,62)-(8,63)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(8,64)-(8,68)",0.00013728216572417296,1,4,14,2,6,10,0
