SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,25)-(3,36)",3.3889985136492113e-22,29,1,2,32,21,7,0
"(3,25)-(3,55)",0.10130907176062465,14,28,19,15,9,8,0
"(7,3)-(9,50)",7.418118203039725e-09,20,26,40,8,11,1,0
"(8,8)-(8,23)",1.9298536726997106e-09,1,4,10,3,14,31,0
"(8,8)-(8,36)",99.9950647354126,7,27,28,21,2,15,15
"(8,9)-(8,20)",1.8209880246847175e-23,1,10,4,2,14,17,0
"(9,8)-(9,50)",0.00142246008181246,8,15,3,2,21,37,0
"(9,25)-(9,45)",87.85918951034546,14,1,12,4,25,2,0
"(9,26)-(9,37)",2.393770943632e-16,1,29,2,33,10,4,0
"(9,50)-(9,50)",99.98842477798462,4,12,31,9,7,1,12
