SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,15)-(15,18)",2.6233617708704138e-09,2,9,29,1,12,4,0
"(15,15)-(15,35)",0.018024217570200562,19,23,6,3,8,1,0
"(15,19)-(15,35)",0.00800134293967858,25,2,9,12,4,14,0
"(15,20)-(15,24)",7.074626797801667e-16,1,2,12,9,33,4,0
"(17,22)-(17,59)",2.7327739273970766e-14,23,28,3,50,38,35,0
"(17,23)-(17,39)",4.617585870228067e-22,2,3,1,22,46,14,0
"(17,24)-(17,28)",2.932869735028432e-20,2,1,29,33,10,17,0
"(17,42)-(17,58)",4.617585870228067e-22,2,3,1,22,46,14,0
"(17,43)-(17,47)",2.932869735028432e-20,2,1,29,33,10,17,0
"(18,20)-(18,36)",6.756657733308913e-09,4,2,3,12,50,9,0
"(18,20)-(18,55)",99.9714195728302,23,38,6,19,22,8,23
"(18,21)-(18,25)",1.707759416995692e-22,1,2,33,4,12,10,0
"(18,39)-(18,55)",6.756657733308913e-09,4,2,3,12,50,9,0
"(18,40)-(18,44)",1.707759416995692e-22,1,2,33,4,12,10,0
