SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,12)-(37,35)",1.1668574728673775e-05,40,26,11,37,22,1,0
"(14,15)-(37,35)",2.0250436705282482e-05,40,11,26,37,22,1,0
"(39,20)-(40,68)",0.1131466357037425,8,26,9,3,4,24,0
"(39,22)-(40,68)",37.55049109458923,8,42,4,24,47,9,0
"(40,3)-(40,68)",0.0038258032873272896,8,6,14,15,4,19,0
"(40,23)-(40,25)",6.947923902878017e-08,4,13,7,10,35,1,0
"(40,33)-(40,39)",4.7068758543132883e-17,29,2,21,7,1,27,0
"(40,33)-(40,68)",96.37299180030823,14,13,3,28,15,19,14
"(40,40)-(40,68)",6.173618061211528e-07,27,28,3,19,21,8,0
"(40,41)-(40,65)",0.008751910354476422,27,33,8,28,19,50,0
"(40,42)-(40,56)",5.97872418239831e-07,1,24,2,3,10,4,0
"(40,43)-(40,53)",6.444906639687987e-33,1,2,29,10,33,8,0
"(40,59)-(40,64)",1.6635965174871536e-09,1,31,2,4,24,26,0
"(40,60)-(40,61)",0.0,1,4,2,45,21,7,0
