SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(19,52)",47.01228439807892,21,8,36,11,28,26,0
"(16,11)-(16,18)",2.8367304927718337e-13,26,10,1,2,17,31,0
"(16,13)-(16,18)",0.00874408578965813,10,1,35,3,17,33,0
"(16,17)-(16,18)",0.07790512754581869,1,31,20,17,8,39,11
"(17,5)-(19,52)",3.907463588803672e-09,30,36,11,16,26,13,0
"(17,16)-(17,18)",99.9804675579071,5,16,4,35,10,1,5
"(18,5)-(19,52)",0.012357885134406388,30,21,36,28,3,11,0
"(18,16)-(18,24)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(18,16)-(18,45)",48.1222540140152,3,2,13,14,1,10,0
"(18,25)-(18,45)",0.001058035468304297,1,2,3,14,45,4,0
"(18,26)-(18,38)",1.41082370779299e-20,1,29,45,24,43,2,0
"(19,19)-(19,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(19,19)-(19,45)",0.5551830399781466,2,1,49,30,16,14,0
"(19,34)-(19,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(19,36)-(19,40)",1.369867685951931e-06,2,14,1,12,15,18,0
"(19,41)-(19,45)",2.3467427467949165e-05,29,45,1,43,7,2,0
