SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,3)-(16,69)",1.599901011672955e-06,8,1,33,17,26,20,0
"(16,9)-(16,10)",33.63443315029144,29,1,2,7,24,9,0
"(16,36)-(16,69)",1.3434815482327167e-07,14,13,7,19,48,25,0
"(16,50)-(16,60)",2.9347746604572896e-26,29,1,2,21,43,12,0
"(16,50)-(16,62)",1.6537465841182097e-07,43,2,1,29,21,27,0
"(16,68)-(16,69)",7.814264235683765e-08,29,2,43,21,7,1,0
"(22,12)-(33,35)",3.2512605230294866e-05,26,40,11,37,8,1,0
"(22,15)-(33,35)",5.726513485626583e-07,26,11,40,37,1,22,0
"(23,3)-(33,35)",0.3570667002350092,26,11,8,21,40,37,0
"(33,3)-(33,13)",8.646323132292799e-11,10,1,4,17,29,2,0
"(33,3)-(33,35)",0.0001649274850024085,17,3,26,1,33,10,0
"(36,45)-(36,51)",5.934333866639286e-19,2,1,29,12,10,7,0
"(36,45)-(36,76)",8.408694714307785,3,14,15,25,35,13,14
"(36,65)-(36,76)",0.0033059950510505587,24,19,4,1,14,2,0
"(36,66)-(36,73)",6.512681805628155e-23,27,19,32,7,35,8,0
