SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,69)",0.05453275516629219,8,21,30,12,2,26,0
"(3,9)-(3,24)",5.358228305496482e-08,26,17,33,1,2,8,0
"(3,19)-(3,24)",67.27873086929321,2,1,12,17,26,8,0
"(3,20)-(3,21)",5.50201665981484e-16,2,33,1,10,8,17,0
"(3,28)-(3,69)",4.216538058244906e-13,30,6,3,8,2,14,0
"(3,39)-(3,41)",22.036203742027283,10,1,35,4,29,2,10
"(3,45)-(3,59)",2.751975947470897e-10,1,10,4,2,29,31,0
"(3,45)-(3,69)",0.008902938134269789,14,1,9,15,10,3,0
"(3,60)-(3,61)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(3,62)-(3,66)",5.29302868201853e-07,10,1,4,17,29,2,0
"(3,67)-(3,69)",1.6929081747552033e-08,1,10,17,4,2,29,0
