SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(4,69)",72.19527959823608,26,11,1,3,42,8,0
"(3,3)-(4,69)",0.00020400050289026694,8,3,30,28,1,14,0
"(3,13)-(3,14)",6.671879715369755e-09,2,10,1,33,29,17,0
"(3,13)-(3,16)",0.3652255982160568,6,2,8,1,14,43,0
"(3,15)-(3,16)",0.002064825821435079,2,1,10,31,4,24,0
"(4,3)-(4,69)",4.386649932186515e-08,6,14,28,3,8,19,0
"(4,9)-(4,12)",0.00010879009550990304,15,12,16,9,2,14,0
"(4,43)-(4,49)",2.669269023649572e-19,1,29,2,10,14,24,0
"(4,43)-(4,56)",3.685323974877974e-05,35,4,14,3,15,10,0
"(4,50)-(4,56)",0.0003319927373013343,1,2,45,12,14,39,0
"(4,54)-(4,55)",8.220044644957625e-08,2,1,14,8,25,24,0
"(7,3)-(7,66)",50.05229115486145,8,28,9,14,30,3,0
"(7,12)-(7,46)",1.4223741975905035e-09,26,42,33,1,27,8,0
"(7,16)-(7,46)",4.57446390100813e-05,37,2,15,8,11,41,0
"(7,40)-(7,46)",0.0007413711500703357,12,1,11,9,18,31,0
"(7,41)-(7,42)",0.03033057728316635,7,21,12,4,31,1,1
"(7,44)-(7,45)",0.0010882032256631646,29,1,2,12,21,24,0
"(7,50)-(7,56)",1.8234918671045677e-14,10,2,1,33,17,29,0
"(7,50)-(7,66)",3.787457014681195e-07,6,8,2,3,48,43,0
"(7,57)-(7,66)",12.67872303724289,2,12,14,8,1,15,0
"(7,58)-(7,62)",38.679781556129456,1,2,20,4,8,33,0
