SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(24,52)",3.7741027772426605,21,11,26,8,12,41,0
"(15,11)-(21,67)",8.801604807376862,26,11,1,40,37,41,0
"(15,13)-(21,67)",0.002171460073441267,26,11,37,21,1,8,0
"(16,7)-(21,67)",99.92936849594116,11,26,1,36,3,20,0
"(16,21)-(16,22)",0.0002840901970557752,49,5,12,2,16,15,0
"(17,7)-(21,67)",5.339202284812927,11,26,20,1,18,49,11
"(18,15)-(18,42)",1.3428225198452992e-08,7,14,13,5,2,4,0
"(18,38)-(18,42)",59.16036367416382,29,1,7,43,21,32,0
"(20,11)-(21,67)",0.001699388121778611,14,3,15,11,21,8,0
"(20,23)-(20,37)",2.6385961859887175e-06,16,50,5,3,1,4,0
"(21,11)-(21,67)",2.3538182958304787e-06,11,2,3,14,1,13,0
"(21,29)-(21,46)",3.150003919927258e-05,24,8,9,1,27,2,0
"(21,29)-(21,51)",1.0494609625766316e-06,2,14,1,19,8,27,0
"(21,50)-(21,51)",65.95452427864075,28,1,43,29,2,19,0
"(21,57)-(21,62)",0.5902101285755634,1,5,28,49,40,11,0
"(21,57)-(21,67)",5.583308393397601e-06,2,14,1,27,29,32,0
"(21,66)-(21,67)",65.95452427864075,28,1,43,29,2,19,0
"(24,19)-(24,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,19)-(24,45)",0.5551833193749189,2,1,49,30,16,14,0
"(24,34)-(24,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
