SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(8,43)",9.954838731118798e-07,11,1,8,26,20,22,0
"(6,7)-(8,43)",0.0003384861201993772,30,12,21,2,15,11,0
"(6,13)-(6,32)",1.2299848606289743e-05,17,26,1,3,33,2,0
"(6,15)-(6,32)",1.8996402673110424e-05,1,33,3,17,2,14,0
"(6,23)-(6,32)",68.94288659095764,4,1,14,6,2,12,0
"(6,28)-(6,29)",1.7135801666512407e-07,1,2,33,17,6,8,0
"(6,30)-(6,31)",39.998358488082886,6,14,4,2,1,8,0
"(7,18)-(7,43)",98.5626757144928,1,10,4,17,14,3,4
"(7,24)-(7,25)",29.36578094959259,1,29,14,7,2,10,0
"(8,7)-(8,43)",8.239127435860638e-09,1,2,30,14,6,17,0
"(8,15)-(8,16)",92.53262281417847,1,7,29,10,4,2,1
"(8,20)-(8,34)",3.13015915453434,1,4,2,10,29,14,0
"(8,20)-(8,43)",0.00010350377124268562,6,14,1,2,30,4,0
"(8,35)-(8,36)",3.13015915453434,1,4,2,10,29,14,0
"(8,42)-(8,43)",8.618096671852982e-05,1,29,7,2,4,31,0
