SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,20)-(19,45)",4.384278895486204e-06,25,14,9,19,46,3,0
"(19,27)-(19,44)",1.908088798074914e-07,9,2,25,22,12,3,0
"(19,28)-(19,32)",3.273134801390354e-11,12,1,2,29,9,8,0
"(28,38)-(28,41)",8.003662903381596e-27,4,1,12,31,35,7,0
"(28,38)-(28,60)",0.5225590895861387,4,50,28,9,21,3,50
"(28,44)-(28,60)",3.1081285046900413e-15,3,35,4,14,2,22,0
"(28,45)-(28,49)",2.881086474362579e-26,1,2,29,10,33,14,0
"(30,7)-(35,24)",0.0017941791156772524,40,22,11,26,20,37,0
"(33,9)-(34,74)",1.589736292184278e-16,28,3,9,50,40,15,0
"(35,12)-(35,18)",1.222279703666799e-21,4,35,31,1,12,50,0
"(35,12)-(35,24)",99.99996423721313,4,25,9,50,1,12,0
"(35,14)-(35,17)",9.720703037399619e-20,4,1,7,2,14,31,0
"(35,21)-(35,24)",8.003662903381596e-27,4,1,12,31,35,7,0
