SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(22,52)",15.448139607906342,21,11,26,8,12,41,0
"(15,11)-(19,31)",25.538522005081177,26,11,1,40,46,37,0
"(15,13)-(19,31)",0.0042721349018393084,26,11,37,21,1,42,0
"(16,7)-(19,31)",0.8524560369551182,11,36,26,34,20,1,11
"(16,24)-(16,25)",0.006266434502322227,2,29,43,21,10,7,0
"(21,5)-(22,52)",0.012357885134406388,30,21,36,28,3,11,0
"(21,16)-(21,24)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(21,16)-(21,45)",48.122259974479675,3,2,13,14,1,10,0
"(21,25)-(21,45)",0.001058035468304297,1,2,3,14,45,4,0
"(21,26)-(21,38)",1.41082370779299e-20,1,29,45,24,43,2,0
"(22,19)-(22,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(22,19)-(22,45)",0.5551833193749189,2,1,49,30,16,14,0
"(22,34)-(22,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(22,41)-(22,45)",2.3467427467949165e-05,29,45,1,43,7,2,0
