SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(5,7)",0.034647120628505945,26,11,1,40,37,22,0
"(3,3)-(5,7)",14.355021715164185,8,9,15,30,12,3,0
"(4,13)-(4,30)",9.008996326720364e-08,1,3,24,10,2,19,0
"(4,14)-(4,27)",2.0515051620152952e-22,1,4,10,2,29,3,0
"(4,28)-(4,29)",2.713485081363965e-13,4,1,6,14,2,3,0
"(4,44)-(4,67)",0.01146254944615066,13,8,30,32,28,44,0
"(4,55)-(4,67)",0.0013689486877410673,24,27,28,2,22,50,0
"(4,56)-(4,58)",1.2986550328625323e-14,1,10,29,4,24,2,0
"(5,3)-(5,5)",1.3724560687933263e-05,10,1,2,4,17,14,0
"(5,3)-(5,7)",0.3503713058307767,6,4,1,30,2,35,0
"(7,20)-(7,31)",2.889544330537319,3,1,2,17,6,10,0
"(7,20)-(7,35)",2.0765599018091052e-06,3,23,6,1,30,9,0
"(7,21)-(7,28)",1.029449537580623e-24,1,10,2,17,33,26,0
"(7,29)-(7,30)",3.7166897164098156e-10,1,10,14,2,4,17,0
"(7,34)-(7,35)",99.99419450759888,2,1,7,8,29,17,3
