SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(7,60)",0.00030861315281072166,26,11,40,8,37,1,0
"(4,16)-(7,60)",9.42733002773366e-08,26,42,40,8,11,37,0
"(5,3)-(7,60)",7.147306184396296e-10,37,26,8,11,1,9,0
"(7,8)-(7,60)",81.36386275291443,14,28,13,15,3,36,0
"(7,56)-(7,57)",3.3889985136492113e-22,29,1,2,32,21,7,0
"(16,5)-(24,52)",30.284225940704346,21,11,26,36,8,12,0
"(16,11)-(21,77)",22.19798117876053,26,11,1,46,17,40,0
"(19,11)-(21,77)",4.27352674305439,11,18,20,12,49,47,0
"(19,18)-(19,19)",7.358211462360487e-06,12,15,9,11,2,21,0
"(21,26)-(21,45)",3.2172949844349024e-13,50,46,22,1,27,16,0
"(21,40)-(21,45)",8.046397965699725e-05,1,4,31,2,22,10,0
"(22,5)-(24,52)",9.826047753236367e-08,30,36,11,16,20,18,0
"(22,16)-(22,25)",0.0006392269369825954,5,7,16,1,27,2,0
"(22,17)-(22,20)",99.91891980171204,7,4,1,42,21,24,4
"(24,19)-(24,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,19)-(24,45)",0.5551833193749189,2,1,49,30,16,14,0
"(24,34)-(24,35)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,36)-(24,40)",1.3538732634987838e-08,12,1,39,4,18,15,0
"(25,19)-(25,65)",0.0007041523531370331,37,8,50,3,6,1,15
"(25,20)-(25,35)",2.915011981796667e-09,2,1,24,3,33,25,0
"(25,21)-(25,28)",7.165265411750427e-22,1,2,29,33,8,24,0
