SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(11,18)",7.628835305695247e-05,26,11,40,8,37,1,0
"(4,16)-(11,18)",5.031228624829964e-05,26,11,37,40,1,8,0
"(7,13)-(7,40)",0.0007535783424827969,14,15,2,25,1,13,0
"(7,35)-(7,36)",2.7949691850217076e-12,1,29,10,2,24,4,0
"(7,37)-(7,39)",28.68037521839142,29,1,2,32,10,24,0
"(16,12)-(28,35)",3.464303688360815e-05,26,40,11,37,8,22,0
"(16,15)-(28,35)",3.7285174947498945e-07,26,11,40,37,1,22,0
"(28,19)-(28,34)",3.314364676043624e-05,1,12,2,50,4,3,0
"(28,20)-(28,27)",8.401434904919814e-21,2,1,29,33,24,8,0
"(28,31)-(28,33)",3.4032211727527684e-12,2,1,29,8,21,43,0
"(31,47)-(31,53)",2.7911845735433483e-21,29,1,12,2,32,7,0
"(31,47)-(31,78)",0.0006669504728051834,14,3,28,13,15,19,0
"(31,56)-(31,78)",5.706954553374999e-06,27,2,19,14,12,32,0
"(31,57)-(31,67)",4.306313584371887e-22,29,1,2,21,7,33,0
"(31,68)-(31,75)",1.191271473827138e-11,32,45,35,27,50,4,0
"(34,3)-(45,50)",0.28519644401967525,11,8,26,12,21,40,0
"(34,9)-(40,49)",8.881336450576782,26,11,1,40,41,21,0
"(34,11)-(40,49)",0.00010744987548605422,42,8,26,40,20,1,0
"(35,5)-(40,49)",97.27740287780762,20,11,12,1,47,39,0
"(35,11)-(35,12)",59.381282329559326,12,15,2,49,9,11,0
"(37,9)-(40,49)",0.0003033031134691555,11,26,1,20,41,12,0
"(37,20)-(37,36)",2.859042212367058,3,1,14,4,25,35,0
"(37,20)-(37,40)",6.275421071677556e-07,16,3,10,24,50,15,0
"(37,21)-(37,31)",1.43472526424566e-13,1,2,10,14,17,4,0
"(37,32)-(37,33)",65.25830626487732,1,2,12,14,24,31,0
"(38,9)-(40,49)",3.095717692608302e-10,37,11,41,15,16,1,0
"(39,18)-(39,29)",9.059419482946396,29,1,14,12,32,2,0
"(39,27)-(39,28)",20.676515996456146,2,1,4,22,6,30,0
"(40,14)-(40,49)",2.0087128575069224e-10,15,28,14,36,18,11,0
"(40,28)-(40,48)",0.003065541386604309,14,1,32,29,44,7,0
"(40,46)-(40,47)",20.676515996456146,2,1,4,22,6,30,0
"(45,17)-(45,31)",3.2831633234309265e-05,1,4,2,10,31,24,0
"(45,17)-(45,43)",0.5779210478067398,14,15,6,30,49,2,0
"(45,32)-(45,33)",6.948465210775079e-16,1,4,29,10,2,24,0
