SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,9)-(2,25)",7.271016389131546,42,26,33,1,8,27,0
"(2,16)-(2,25)",3.1479968371633804e-10,23,1,3,17,33,34,0
"(5,9)-(5,10)",2.498672709710936e-10,2,29,1,33,9,12,0
"(5,9)-(5,12)",0.0002500643176972517,12,2,9,25,8,6,0
"(5,42)-(5,48)",1.258556513689782e-20,1,2,12,33,9,29,0
"(5,42)-(5,56)",2.0600195160813684e-09,9,12,15,2,8,28,0
"(5,49)-(5,56)",1.966236617967354e-08,12,2,1,14,9,8,0
"(5,50)-(5,51)",2.9294224455952644,1,2,33,8,7,4,0
"(7,22)-(7,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(7,22)-(7,45)",68.59900951385498,8,2,6,14,3,24,0
"(7,29)-(7,45)",66.0163938999176,8,6,2,47,33,1,0
"(7,30)-(7,41)",0.3276931354776025,33,8,2,1,42,9,8
"(7,31)-(7,33)",1.231351642871914e-06,1,29,2,10,33,4,0
