SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,12)-(5,35)",0.7707709446549416,33,26,1,42,3,23,0
"(5,28)-(5,35)",0.0005471321401273599,24,2,1,26,12,8,0
"(5,29)-(5,32)",9.838013720139821e-15,29,1,10,2,7,33,0
"(5,33)-(5,34)",7.041679594976813e-06,2,7,29,1,21,31,0
"(7,21)-(8,65)",0.0026101301045855507,24,8,4,42,47,1,0
"(8,3)-(8,65)",99.96086955070496,23,3,8,46,14,6,0
"(8,9)-(8,15)",7.734553449101345e-10,2,1,29,10,43,17,0
"(8,9)-(8,17)",2.0546501502394676,43,1,10,3,2,29,0
"(8,16)-(8,17)",22.22377210855484,2,1,12,29,14,10,0
"(8,50)-(8,65)",0.001417620023858035,1,2,10,3,31,17,0
"(8,51)-(8,62)",1.946818357564939e-10,2,1,29,17,10,33,0
"(8,63)-(8,64)",88.9951765537262,2,1,29,14,8,9,2
