SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,26)-(3,61)",2.176845446228981,28,21,36,2,27,14,0
"(3,35)-(3,40)",6.668860859113741e-14,29,1,2,32,10,4,0
"(3,35)-(3,50)",2.6984638967775254e-07,14,13,1,19,3,25,0
"(3,54)-(3,60)",1.0724681143159387e-07,32,29,12,1,13,2,0
"(3,59)-(3,60)",0.0014997320249676704,1,28,24,43,4,2,0
"(7,3)-(8,67)",0.001472807980462676,11,26,34,9,8,3,0
"(7,11)-(7,22)",1.3801336308061178e-12,1,10,4,2,17,31,0
"(7,11)-(7,25)",0.00023551399408461293,10,24,1,35,3,4,0
"(8,3)-(8,67)",0.013117543130647391,37,41,9,15,8,3,0
"(8,17)-(8,39)",0.0006497670256067067,15,37,11,1,16,14,0
"(8,37)-(8,38)",99.99983310699463,1,2,14,12,31,4,1
"(8,45)-(8,67)",0.0005082394181954442,15,11,14,12,18,8,0
"(8,49)-(8,66)",95.53762674331665,14,1,4,25,15,3,14
"(8,50)-(8,55)",8.317218007944592e-21,1,10,29,2,4,33,0
