SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,22)-(5,71)",0.00011477106909296708,46,22,14,8,1,25,0
"(5,59)-(5,71)",0.001417620023858035,1,2,10,3,31,17,0
"(5,60)-(5,68)",1.946818357564939e-10,2,1,29,17,10,33,0
"(5,69)-(5,70)",0.00012678207212957204,2,1,29,17,43,8,0
"(7,12)-(7,35)",0.7707709446549416,33,26,1,42,3,23,0
"(7,28)-(7,35)",0.0005471321401273599,24,2,1,26,12,8,0
"(7,29)-(7,32)",9.838013720139821e-15,29,1,10,2,7,33,0
"(7,33)-(7,34)",7.041679594976813e-06,2,7,29,1,21,31,0
"(10,9)-(10,15)",7.734553449101345e-10,2,1,29,10,43,17,0
"(10,9)-(10,17)",2.0546501502394676,43,1,10,3,2,29,0
"(10,16)-(10,17)",22.223767638206482,2,1,12,29,14,10,0
"(10,43)-(10,51)",2.1046112408384943e-06,10,2,1,29,17,43,0
"(10,43)-(10,53)",77.09212899208069,3,24,4,1,10,35,0
"(10,52)-(10,53)",70.92095017433167,2,1,29,43,10,17,2
