SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.00020400050289026694,8,3,30,28,1,14,0
"(3,13)-(3,14)",6.671879715369755e-09,2,10,1,33,29,17,0
"(3,13)-(3,16)",0.3652255982160568,6,2,8,1,14,43,0
"(4,3)-(4,69)",4.38664160551383e-08,6,14,28,3,8,19,0
"(4,9)-(4,12)",0.000959441877057543,15,14,1,12,2,10,0
"(4,43)-(4,49)",2.6692587242815936e-19,1,29,2,10,14,24,0
"(4,43)-(4,56)",3.685323974877974e-05,35,4,14,3,15,10,0
"(4,50)-(4,56)",0.0003319927373013343,1,2,45,12,14,39,0
"(4,51)-(4,52)",2.3595478327274877e-11,2,1,33,8,14,27,0
"(4,54)-(4,55)",2.481681917743117e-05,2,1,14,8,33,25,0
"(7,3)-(7,72)",44.54985558986664,8,9,28,14,30,3,0
"(7,10)-(7,54)",0.0027010148187400773,26,11,1,33,17,28,0
"(7,14)-(7,54)",3.1735645222852327e-06,15,11,37,12,16,18,0
"(7,29)-(7,40)",4.504687733941637e-07,27,2,50,24,3,14,0
"(7,38)-(7,39)",1.7708513766478973e-06,1,31,4,22,10,2,0
"(7,48)-(7,54)",1.4538544230163097,39,1,11,2,12,18,0
"(7,49)-(7,50)",0.07290773210115731,24,29,2,1,10,21,0
"(7,52)-(7,53)",2.32408307492733,24,1,2,4,10,31,1
"(7,58)-(7,64)",1.8234918671045677e-14,10,2,1,33,17,29,0
"(7,58)-(7,72)",3.787457014681195e-07,6,8,2,3,48,43,0
"(7,65)-(7,72)",12.67872303724289,2,12,14,8,1,15,0
"(7,66)-(7,68)",38.679781556129456,1,2,20,4,8,33,0
"(7,70)-(7,71)",0.1668964046984911,2,1,24,14,31,8,0
