SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,5)-(23,52)",26.117625832557678,21,11,26,8,36,12,0
"(18,11)-(20,75)",27.26779282093048,26,11,1,46,40,3,0
"(18,13)-(20,75)",9.237260201189201e-06,42,8,26,33,1,7,0
"(19,7)-(20,75)",99.93243217468262,11,20,39,18,1,49,11
"(20,18)-(20,75)",0.06164211081340909,11,18,20,1,41,42,0
"(20,63)-(20,75)",1.0712133220389108e-10,11,27,50,7,24,12,0
"(20,73)-(20,74)",99.99833106994629,1,31,21,4,12,2,0
"(21,5)-(23,52)",2.9629196873770525e-07,30,36,11,16,20,49,0
"(21,16)-(21,23)",9.017222879492692e-06,5,7,4,45,10,35,0
"(21,20)-(21,22)",4.912637336929038e-05,7,4,1,24,2,14,0
"(23,19)-(23,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(23,19)-(23,45)",0.5551833193749189,2,1,49,30,16,14,0
"(23,34)-(23,35)",6.948465210775079e-16,1,4,29,10,2,24,0
"(23,36)-(23,40)",1.369867685951931e-06,2,14,1,12,15,18,0
