SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(24,52)",5.968774110078812,21,11,26,8,12,41,0
"(19,11)-(21,76)",27.26779282093048,26,11,1,46,40,3,0
"(19,13)-(21,76)",0.0018749869923340157,26,11,21,1,37,42,0
"(21,7)-(21,76)",77.2845208644867,11,18,20,49,36,12,0
"(21,19)-(21,20)",19.48016583919525,5,16,15,49,11,10,0
"(23,5)-(24,52)",0.0018173943317378871,30,21,36,11,28,41,0
"(23,16)-(23,44)",1.0041840374469757,1,24,2,4,5,3,0
"(23,16)-(23,70)",99.2968499660492,36,13,3,15,30,28,3
"(23,17)-(23,29)",3.872466717182313e-16,1,10,4,24,2,29,0
"(23,48)-(23,65)",0.24840154219418764,1,2,24,4,33,26,0
"(23,48)-(23,70)",99.71363544464111,1,4,2,3,30,24,0
"(23,49)-(23,50)",7.009405823970933e-23,1,10,4,35,3,24,0
"(23,69)-(23,70)",98.73456358909607,1,4,2,21,19,7,0
"(24,19)-(24,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,19)-(24,45)",0.5551833193749189,2,1,49,30,16,14,0
"(24,34)-(24,35)",6.948465210775079e-16,1,4,29,10,2,24,0
"(24,41)-(24,45)",8.710618164264883e-10,29,1,45,2,7,43,0
