SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,3)-(18,76)",0.07363309850916266,8,30,11,21,12,26,0
"(16,9)-(16,67)",0.4668097011744976,26,17,1,11,2,3,0
"(16,45)-(16,60)",0.0017416741684428416,1,24,4,2,22,6,0
"(16,46)-(16,57)",2.9493548649530245e-25,1,2,29,33,21,24,0
"(16,58)-(16,59)",1.9374374327085775e-08,2,1,29,45,8,21,0
"(17,3)-(18,76)",1.3731086580259788e-10,30,2,28,21,16,8,0
"(17,14)-(17,21)",0.00021308701434463728,7,2,10,1,45,27,7
"(18,43)-(18,57)",3.2831633234309265e-05,1,4,2,10,31,24,0
"(18,43)-(18,69)",0.5779210478067398,14,15,6,30,49,2,0
"(18,58)-(18,59)",6.948465210775079e-16,1,4,29,10,2,24,0
"(18,60)-(18,64)",0.0318172707920894,1,29,2,7,4,12,0
