SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,5)-(17,52)",38.95943760871887,21,11,26,36,8,12,0
"(14,11)-(14,59)",2.1306007624843915e-05,26,17,1,46,11,3,0
"(14,13)-(14,59)",0.0006437711363105336,26,33,3,1,11,21,0
"(14,17)-(14,59)",0.48836255446076393,11,36,18,39,20,12,0
"(14,36)-(14,59)",1.4676591381430626,28,2,27,18,43,14,11
"(14,42)-(14,58)",0.002304194822499994,24,7,1,27,14,3,0
"(14,56)-(14,57)",20.676515996456146,2,1,4,22,6,30,0
"(17,19)-(17,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(17,19)-(17,45)",0.5551833193749189,2,1,49,30,16,14,0
"(17,34)-(17,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
