SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",0.087302818428725,8,21,30,12,2,26,0
"(3,9)-(3,41)",5.513563494652374e-08,26,17,33,1,2,3,0
"(3,11)-(3,41)",0.00010016528904088773,26,33,3,1,17,8,0
"(3,15)-(3,41)",99.97877478599548,26,11,25,46,12,17,17
"(3,32)-(3,41)",11.789325624704361,3,10,26,17,1,2,0
"(4,3)-(4,43)",1.2145718340833026e-16,30,2,3,6,28,8,0
"(4,14)-(4,15)",99.99566078186035,10,35,16,1,5,4,10
"(4,19)-(4,33)",2.751975947470897e-10,1,10,4,2,29,31,0
"(4,19)-(4,43)",0.008902938134269789,14,1,9,15,10,3,0
"(4,34)-(4,35)",1.5520655854617455e-13,1,10,14,2,4,17,0
"(4,36)-(4,40)",7.594302076086024e-07,1,31,4,2,10,24,0
