SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(19,52)",47.01228439807892,21,8,36,11,28,26,0
"(16,11)-(16,19)",2.8367304927718337e-13,26,10,1,2,17,31,0
"(16,13)-(16,19)",0.0014577415640815161,10,35,4,1,3,5,0
"(16,17)-(16,19)",99.99998807907104,20,11,39,12,1,18,11
"(17,5)-(19,52)",2.4916316232470592e-08,30,16,11,36,20,18,0
"(17,16)-(17,23)",2.1878849842948966e-07,5,45,7,4,2,1,0
"(19,19)-(19,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(19,19)-(19,45)",0.5551833193749189,2,1,49,30,16,14,0
"(19,34)-(19,35)",6.948465210775079e-16,1,4,29,10,2,24,0
"(19,36)-(19,40)",9.385764165870114e-07,4,1,6,14,2,35,0
