SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(8,58)",0.00022822989649284864,26,11,40,8,37,1,0
"(4,16)-(8,58)",0.01731436641421169,11,26,37,40,8,1,0
"(15,5)-(18,52)",44.326990842819214,21,11,36,8,26,12,0
"(15,11)-(15,22)",7.720856191966677e-15,26,1,17,10,2,3,0
"(15,17)-(15,18)",19.158490002155304,2,1,29,7,31,4,0
"(15,17)-(15,22)",99.98925924301147,20,11,31,44,1,7,11
"(17,16)-(17,28)",2.5017064331223082e-05,1,4,10,2,29,31,0
"(17,16)-(17,46)",58.04738402366638,3,13,14,2,30,1,3
"(17,29)-(17,46)",5.809727099403972e-05,2,1,14,27,3,45,0
"(17,30)-(17,37)",2.3079467226239103e-07,1,29,31,4,10,26,0
"(18,5)-(18,52)",71.65070176124573,30,2,3,14,1,6,0
"(18,19)-(18,33)",3.2831633234309265e-05,1,4,2,10,31,24,0
"(18,19)-(18,45)",0.5779213272035122,14,15,6,30,49,2,0
"(18,34)-(18,35)",0.0008700431862962432,4,1,10,31,2,35,0
"(19,19)-(19,34)",3.314364676043624e-05,1,12,2,50,4,3,0
"(19,20)-(19,27)",8.401434904919814e-21,2,1,29,33,24,8,0
