SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(5,7)",0.034647120628505945,26,11,1,40,37,22,0
"(4,13)-(4,30)",9.008996326720364e-08,1,3,24,10,2,19,0
"(4,14)-(4,27)",2.0515051620152952e-22,1,4,10,2,29,3,0
"(4,28)-(4,29)",2.713485081363965e-13,4,1,6,14,2,3,0
"(8,3)-(8,64)",5.111777223731906e-07,8,15,14,28,1,19,0
"(8,40)-(8,58)",0.0012218842130096164,43,2,1,17,10,29,0
"(8,41)-(8,52)",4.362718825054262e-27,29,1,21,2,43,45,0
"(8,53)-(8,57)",6.760456777721302e-10,29,21,2,43,1,7,0
"(10,23)-(10,34)",4.258525336808816e-05,1,3,10,17,26,2,0
"(10,24)-(10,31)",1.3746223077026673e-15,1,2,29,12,10,4,0
"(10,32)-(10,33)",2.7289463133683967e-06,1,2,6,4,12,14,0
"(10,37)-(10,52)",4.258525336808816e-05,1,3,10,17,26,2,0
"(10,38)-(10,49)",1.3746223077026673e-15,1,2,29,12,10,4,0
"(10,50)-(10,51)",64.85732793807983,1,2,12,8,29,14,2
