SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(8,5)-(12,9)",0.7727560121566057,21,11,12,37,8,41,0
"(8,18)-(8,37)",2.159960210690315e-06,26,1,17,10,11,3,0
"(8,22)-(8,33)",99.9916672706604,2,50,31,16,10,1,0
"(8,31)-(8,32)",3.1202714023681466e-10,1,2,12,10,31,29,0
"(9,5)-(12,9)",0.9504818357527256,11,20,18,26,12,36,37
"(9,18)-(9,28)",0.0035424458474153653,10,1,33,3,35,24,0
"(9,25)-(9,26)",4.431043090557529e-15,1,2,10,4,17,29,0
"(9,25)-(9,28)",99.62131977081299,1,3,14,17,6,2,0
"(10,5)-(12,9)",13.40155154466629,11,15,41,21,37,26,0
"(10,16)-(11,69)",0.05912500200793147,26,42,1,40,11,41,0
"(11,10)-(11,18)",4.5945323607784295e-15,1,29,10,2,17,33,0
"(11,10)-(11,20)",0.4190165549516678,31,2,1,26,4,10,0
"(11,19)-(11,20)",1.8602190898775461e-07,1,2,12,29,31,24,0
"(11,41)-(11,43)",7.836811486928188e-17,1,29,2,12,21,10,0
"(11,41)-(11,69)",99.15859699249268,15,11,18,12,36,16,0
"(11,44)-(11,69)",1.1633267388137282e-12,8,14,46,12,25,1,0
"(11,45)-(11,61)",2.531586318355039e-06,2,8,14,1,24,12,0
"(11,46)-(11,53)",4.091325087678923e-24,1,2,29,10,33,24,0
"(11,54)-(11,60)",4.224288829846046e-06,12,1,8,2,6,9,0
"(11,55)-(11,56)",3.395957499742508,1,2,22,4,8,30,0
"(12,5)-(12,7)",1.7317376916139993e-10,1,10,2,4,31,24,0
"(12,5)-(12,9)",0.18420175183564425,15,1,16,49,2,18,0
"(12,8)-(12,9)",2.0783117804512585e-05,12,1,15,2,4,18,0
