SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,13)-(12,60)",0.00030861315281072166,26,11,40,8,37,1,0
"(9,16)-(12,60)",9.42733002773366e-08,26,42,40,8,11,37,0
"(10,3)-(12,60)",1.8117838340714343e-07,8,11,37,20,26,15,0
"(12,8)-(12,60)",81.36386275291443,14,28,13,15,3,36,15
"(12,56)-(12,57)",3.3889985136492113e-22,29,1,2,32,21,7,0
"(18,3)-(39,35)",0.29059695079922676,40,11,8,37,26,12,0
"(18,12)-(38,52)",6.401832308711164e-06,26,11,40,37,1,41,0
"(29,16)-(35,20)",1.0282426231877939e-13,37,15,11,40,20,41,0
"(30,21)-(30,48)",69.94355916976929,14,28,9,3,46,8,0
"(32,18)-(35,20)",20.22952139377594,28,15,36,41,18,14,0
"(32,19)-(32,50)",2.8180124900245573e-09,24,1,46,13,8,26,0
"(33,18)-(35,19)",0.00017154391116491752,1,12,24,2,15,8,0
"(39,14)-(39,35)",1.5095778849172348e-05,27,14,2,43,1,19,0
"(39,15)-(39,18)",1.41082370779299e-20,1,29,45,24,43,2,0
"(39,19)-(39,34)",3.314364676043624e-05,1,12,2,50,4,3,0
"(39,20)-(39,27)",8.401434904919814e-21,2,1,29,33,24,8,0
