SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,5)-(17,52)",38.95943760871887,21,11,26,36,8,12,0
"(14,11)-(14,57)",2.1306007624843915e-05,26,17,1,46,11,3,0
"(14,36)-(14,52)",6.841569444304696e-06,24,50,1,40,4,8,0
"(14,36)-(14,57)",2.4286970301545807e-05,2,1,16,44,7,14,11
"(14,37)-(14,40)",2.178301636290847e-09,1,4,24,7,5,10,0
"(14,56)-(14,57)",0.0014997320249676704,1,28,24,43,4,2,0
"(15,5)-(17,52)",1.6408105429910336e-08,36,30,11,16,26,13,0
"(15,16)-(15,24)",99.95737671852112,5,1,7,2,27,10,5
"(15,17)-(15,23)",0.0011124217962787952,45,4,1,50,5,24,0
"(15,18)-(15,19)",99.99992847442627,7,21,1,4,19,42,0
"(17,19)-(17,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(17,19)-(17,45)",0.5551833193749189,2,1,49,30,16,14,0
"(17,34)-(17,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(17,36)-(17,40)",2.3467427467949165e-05,29,45,1,43,7,2,0
