SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(20,52)",43.528762459754944,21,11,36,8,26,12,0
"(17,11)-(17,43)",4.7559921495868296e-11,26,17,1,2,10,3,0
"(17,13)-(17,43)",1.299531926512998e-07,33,26,3,1,27,17,0
"(17,17)-(17,43)",9.565206937622861e-05,11,1,20,12,49,39,0
"(17,36)-(17,43)",3.37782068982051e-05,5,16,2,12,1,10,11
"(18,5)-(20,52)",1.8080633878980734e-06,30,11,36,16,18,20,0
"(18,16)-(18,18)",73.10110926628113,5,16,4,10,35,1,5
"(20,19)-(20,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(20,19)-(20,45)",0.5551833193749189,2,1,49,30,16,14,0
"(20,34)-(20,35)",8.308309857425148e-13,4,1,10,2,31,45,0
"(20,36)-(20,40)",4.055587810025685e-08,4,1,31,45,24,29,0
