SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,22)-(2,72)",0.00022478154733107658,46,8,1,17,14,18,0
"(2,43)-(2,44)",42.58292615413666,2,29,14,7,1,9,0
"(2,55)-(2,72)",1.3665951925645459e-06,32,7,14,3,13,15,0
"(2,60)-(2,72)",29.454141855239868,2,1,43,14,3,19,0
"(2,61)-(2,67)",1.2986550328625323e-14,1,10,29,4,24,2,0
"(2,70)-(2,71)",8.061787486076355,1,29,10,24,4,2,0
"(5,3)-(5,60)",3.073131304986987e-07,4,8,9,40,28,3,0
"(5,6)-(5,7)",9.190123329005928e-07,2,1,12,14,10,9,0
"(5,6)-(5,12)",0.2730725333094597,4,1,31,3,35,24,0
"(5,11)-(5,12)",0.02367388369748369,7,1,14,2,4,21,0
"(5,18)-(5,21)",77.1672248840332,21,48,4,13,28,8,0
"(5,27)-(5,49)",3.9746303111314774,35,3,10,4,14,1,0
"(5,27)-(5,60)",99.99902248382568,13,28,19,48,21,8,13
"(5,28)-(5,34)",2.881086474362579e-26,1,2,29,10,33,14,0
"(5,47)-(5,48)",1.2943667249132318e-07,2,29,1,14,7,8,0
"(5,52)-(5,60)",1.3108497662041524e-13,35,4,7,10,43,5,0
"(5,53)-(5,55)",8.358209171211075e-30,1,7,4,2,10,14,0
