SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(5,7)",0.034647120628505945,26,11,1,40,37,22,0
"(3,3)-(5,7)",0.14013213803991675,8,9,26,37,15,12,0
"(4,44)-(4,67)",0.01146254944615066,13,8,30,32,28,44,0
"(4,55)-(4,67)",0.0013689486877410673,24,27,28,2,22,50,0
"(4,56)-(4,58)",1.2986550328625323e-14,1,10,29,4,24,2,0
"(5,3)-(5,5)",6.263855628804344e-15,10,1,2,4,17,35,0
"(5,3)-(5,7)",3.838973938741219e-06,10,4,1,35,3,2,0
"(7,20)-(7,65)",5.0572776189028446e-06,8,15,47,28,6,30,30
"(7,23)-(7,36)",1.791755521729499e-07,1,2,7,10,29,4,0
"(7,23)-(7,40)",1.754843879098189e-05,50,25,3,24,40,4,0
"(7,39)-(7,40)",6.723671021097975e-16,7,1,10,3,19,4,0
"(7,46)-(7,50)",99.9524474143982,7,29,8,21,27,19,0
"(7,56)-(7,63)",5.26534457013178e-16,1,10,2,29,17,4,0
"(7,56)-(7,65)",17.49279350042343,2,31,1,4,24,10,0
