SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,15)-(5,61)",38.80105018615723,26,33,8,1,42,17,0
"(5,17)-(5,61)",5.681410186753055e-06,42,26,33,8,1,38,0
"(5,24)-(5,25)",4.741688708342906e-08,2,1,9,7,29,12,0
"(5,24)-(5,29)",7.922964755380235e-05,12,2,4,7,5,25,0
"(5,28)-(5,29)",1.0131159149454061e-10,7,4,31,1,21,12,0
"(10,8)-(10,26)",99.70634579658508,14,1,13,19,3,25,0
"(10,9)-(10,14)",2.393770943632e-16,1,29,2,33,10,4,0
"(10,17)-(10,20)",2.132098231300006e-06,1,4,2,12,24,31,0
"(11,8)-(11,44)",99.7698962688446,2,27,13,7,14,21,0
"(11,25)-(11,44)",99.99988079071045,15,14,4,12,1,2,15
"(11,40)-(11,41)",1.4929075288247997e-22,1,4,2,29,12,10,0
"(11,44)-(11,44)",99.99395608901978,12,4,1,9,7,19,12
