SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(13,14)-(13,64)",2.9352437147522892e-08,14,13,8,25,19,48,0
"(13,35)-(13,45)",4.656308922140922e-21,29,21,2,43,1,7,0
"(13,35)-(13,48)",0.0012804412108380347,43,10,1,17,2,29,0
"(13,56)-(13,63)",0.00012148291261837585,29,32,43,21,7,2,0
"(15,12)-(24,35)",3.3078251249207824e-05,26,40,11,37,8,1,0
"(15,15)-(24,35)",5.418177018157166e-07,26,11,40,37,1,22,0
"(16,3)-(24,35)",0.36034882068634033,26,11,8,21,40,37,0
"(24,3)-(24,13)",8.646323132292799e-11,10,1,4,17,29,2,0
"(24,3)-(24,35)",0.0001649274850024085,17,3,26,1,33,10,0
"(27,43)-(27,49)",4.7068758543132883e-17,29,2,21,7,1,27,0
"(27,43)-(27,72)",99.98316764831543,28,27,14,19,43,21,14
