SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(3,72)",39.047351479530334,26,11,1,37,40,42,0
"(3,3)-(3,72)",0.011706147051881999,30,8,3,26,11,21,0
"(3,18)-(3,72)",0.0004374120180727914,18,46,17,8,1,39,0
"(3,59)-(3,72)",0.009806695015868172,15,1,14,24,3,11,0
"(6,17)-(6,18)",1.9657088185919686e-11,10,1,2,33,24,29,0
"(6,17)-(6,20)",0.021719727374147624,49,6,2,1,16,12,0
"(7,49)-(7,55)",8.198802473388797e-14,1,2,21,10,26,29,0
"(7,49)-(7,63)",0.529811903834343,15,11,37,16,5,36,0
"(7,56)-(7,63)",2.4477038174097743e-07,12,1,2,31,39,11,0
"(7,57)-(7,58)",2.0935399139103417e-11,1,2,21,33,29,8,0
"(9,22)-(9,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(9,22)-(9,54)",68.59186291694641,8,2,6,14,3,15,0
"(9,29)-(9,54)",0.20247753709554672,8,6,1,2,47,46,0
"(9,30)-(9,50)",0.20863991230726242,33,8,2,24,1,27,8
"(9,31)-(9,39)",1.002868904219844e-13,1,2,10,29,17,33,0
