SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,15)-(3,16)",6.671879715369755e-09,2,10,1,33,29,17,0
"(3,15)-(3,18)",0.3652255982160568,6,2,8,1,14,43,0
"(3,60)-(3,66)",2.1833418319822107e-10,1,2,29,10,12,4,0
"(3,60)-(3,73)",2.856548504681644e-09,14,9,15,2,1,10,0
"(3,67)-(3,73)",1.4144310966912599e-05,12,2,1,8,9,39,0
"(3,68)-(3,69)",0.008493787026964128,1,2,33,8,29,21,0
"(5,22)-(5,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(5,22)-(5,36)",62.38590478897095,2,8,6,3,33,24,0
"(5,29)-(5,36)",7.306256577521708e-06,8,2,12,1,45,39,0
"(5,30)-(5,32)",99.80767965316772,42,8,33,1,7,11,9
