SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(22,52)",26.117625832557678,21,11,26,8,36,12,0
"(15,11)-(19,56)",32.35974311828613,26,11,1,46,40,3,0
"(16,7)-(19,56)",0.8791523985564709,11,36,30,20,21,26,0
"(16,21)-(16,22)",58.22838544845581,49,16,5,2,15,12,0
"(20,5)-(22,52)",3.907463588803672e-09,30,36,11,16,26,13,0
"(20,16)-(20,18)",95.52586078643799,5,16,11,1,10,36,5
"(22,19)-(22,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(22,19)-(22,45)",0.5551833193749189,2,1,49,30,16,14,0
"(22,34)-(22,35)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(22,36)-(22,40)",1.3538732634987838e-08,12,1,39,4,18,15,0
