SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(21,52)",32.03129470348358,21,11,26,36,8,12,0
"(16,11)-(18,65)",22.19798117876053,26,11,1,46,17,40,0
"(16,13)-(18,65)",6.036316335666925e-06,42,8,26,33,7,1,0
"(17,7)-(18,65)",5.278823152184486,20,39,16,18,8,47,0
"(17,13)-(17,19)",70.55997848510742,12,45,2,9,1,14,0
"(17,14)-(17,15)",0.3631218569353223,29,2,12,21,7,5,0
"(18,26)-(18,65)",33.95877480506897,1,8,11,15,18,14,0
"(18,28)-(18,29)",1.8826690034013218e-13,29,2,1,33,21,10,0
"(18,30)-(18,65)",98.60424399375916,32,8,19,7,12,28,0
"(18,45)-(18,64)",8.337750934117594e-07,24,27,1,8,42,33,0
"(21,19)-(21,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(21,19)-(21,45)",0.5551833193749189,2,1,49,30,16,14,0
"(21,34)-(21,35)",6.948465210775079e-16,1,4,29,10,2,24,0
