SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,19)-(11,44)",4.946315925735689e-05,33,26,1,42,8,17,0
"(11,28)-(11,44)",0.0023189422790892422,9,25,15,2,3,8,0
"(13,17)-(13,29)",1.2839086738214434e-08,33,1,17,8,26,2,0
"(13,21)-(13,29)",2.7712328359484673,1,19,44,20,8,4,0
"(13,28)-(13,29)",3.4153214978349666e-09,34,30,1,9,2,13,0
"(15,18)-(15,68)",0.00016822563111418276,26,33,42,8,1,9,0
"(15,39)-(15,68)",0.872331764549017,6,8,14,30,3,15,0
"(17,17)-(17,40)",3.0550975083087906e-06,33,26,1,8,17,42,0
"(17,26)-(17,40)",0.007694281521253288,1,31,17,2,46,26,0
"(22,3)-(29,57)",34.83298718929291,8,40,4,37,9,1,0
"(25,16)-(25,19)",1.0203799339757874e-11,34,9,2,1,29,33,0
"(25,16)-(25,45)",1.6818322734479807e-06,9,19,3,1,34,28,0
"(25,20)-(25,45)",4.384278895486204e-06,25,14,9,19,46,3,0
"(25,27)-(25,44)",1.908088798074914e-07,9,2,25,22,12,3,0
"(25,28)-(25,32)",3.273134801390354e-11,12,1,2,29,9,8,0
"(25,33)-(25,43)",0.0021097690478200093,12,9,1,2,25,4,0
"(26,18)-(26,29)",2.6233617708704138e-09,2,9,29,1,12,4,0
"(26,18)-(26,39)",2.666725032031536,23,19,3,1,6,10,19
"(26,30)-(26,39)",64.45145606994629,9,4,1,2,31,10,0
"(26,31)-(26,35)",4.927256001446657e-16,9,1,2,33,34,25,0
"(26,36)-(26,38)",99.99998807907104,12,1,9,2,4,21,0
"(27,24)-(27,36)",2.6233617708704138e-09,2,9,29,1,12,4,0
"(27,24)-(27,59)",65.75610637664795,6,23,22,19,3,8,22
"(27,38)-(27,47)",0.0010327884410799015,9,2,1,4,31,19,0
"(27,39)-(27,43)",4.604343498870393e-21,1,2,29,10,9,24,0
"(27,44)-(27,46)",1.1252480067516779e-10,12,1,4,2,24,40,0
"(27,49)-(27,58)",0.0010327884410799015,9,2,1,4,31,19,0
"(27,50)-(27,54)",4.604343498870393e-21,1,2,29,10,9,24,0
"(27,55)-(27,57)",1.1252480067516779e-10,12,1,4,2,24,40,0
"(28,22)-(28,32)",2.6233617708704138e-09,2,9,29,1,12,4,0
"(28,22)-(28,55)",65.75610637664795,6,23,22,19,3,8,23
"(28,34)-(28,43)",0.0010327884410799015,9,2,1,4,31,19,0
"(28,35)-(28,39)",4.604343498870393e-21,1,2,29,10,9,24,0
"(28,40)-(28,42)",1.1252480067516779e-10,12,1,4,2,24,40,0
"(28,45)-(28,54)",0.0010327884410799015,9,2,1,4,31,19,0
"(28,46)-(28,50)",4.604343498870393e-21,1,2,29,10,9,24,0
"(28,51)-(28,53)",1.1252480067516779e-10,12,1,4,2,24,40,0
"(29,29)-(29,40)",2.6233617708704138e-09,2,9,29,1,12,4,0
"(29,29)-(29,57)",96.6392993927002,23,6,22,3,19,8,0
