SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",2.498672709710936e-10,2,29,1,33,9,12,0
"(3,9)-(3,12)",0.0002500643176972517,12,2,9,25,8,6,0
"(3,47)-(3,53)",1.258556513689782e-20,1,2,12,33,9,29,0
"(3,47)-(3,61)",2.0600195160813684e-09,9,12,15,2,8,28,0
"(3,54)-(3,61)",1.966236617967354e-08,12,2,1,14,9,8,0
"(3,55)-(3,56)",2.9294224455952644,1,2,33,8,7,4,0
"(5,22)-(5,28)",1.1382155155215686e-16,1,29,2,8,33,10,0
"(5,22)-(5,64)",65.95693826675415,8,14,6,2,4,22,0
"(5,29)-(5,64)",35.48659384250641,8,47,12,39,18,1,0
"(5,30)-(5,60)",99.99140501022339,8,33,2,12,28,11,0
"(5,46)-(5,59)",0.00023268428321898682,1,2,33,4,24,17,0
