SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,21)-(5,45)",0.003313519846415147,26,11,40,1,37,22,0
"(3,3)-(5,45)",15.197290480136871,21,36,8,11,13,12,0
"(5,3)-(5,45)",4.921691854065102e-06,28,8,49,2,19,18,0
"(5,23)-(5,26)",94.98381614685059,5,7,27,43,35,4,0
"(10,3)-(12,42)",16.225069761276245,8,21,12,30,13,3,0
"(10,16)-(11,77)",0.07351971580646932,26,1,17,11,3,46,0
"(10,18)-(11,77)",1.1630822882580105e-05,42,26,33,8,9,1,0
"(11,5)-(11,77)",4.642387863018627e-09,46,37,8,40,15,11,0
"(11,20)-(11,21)",0.0006010030574543634,29,13,10,2,21,7,0
"(11,27)-(11,31)",1.4192432754450848e-14,1,10,2,29,17,14,0
"(11,27)-(11,77)",0.00017868796930997632,36,28,50,40,3,13,28
"(11,32)-(11,77)",9.803147182907423e-09,3,14,16,25,40,13,0
"(11,33)-(11,72)",6.400015933882841e-09,3,6,14,46,25,35,0
"(11,34)-(11,45)",1.0939707958567792e-19,2,1,29,33,17,8,0
"(11,75)-(11,76)",0.02280585322296247,1,4,2,31,10,7,0
"(12,33)-(12,37)",2.737881232080145e-18,1,2,29,10,24,17,0
"(12,33)-(12,42)",99.91752505302429,35,4,31,3,10,14,0
