SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.00020400050289026694,8,3,30,28,1,14,0
"(3,13)-(3,14)",6.671879715369755e-09,2,10,1,33,29,17,0
"(3,13)-(3,16)",0.3652255982160568,6,2,8,1,14,43,0
"(4,3)-(4,69)",4.38664160551383e-08,6,14,28,3,8,19,0
"(4,9)-(4,12)",0.00010879019782805699,15,12,16,9,2,14,0
"(4,43)-(4,49)",5.800780411568951e-08,1,2,29,10,4,12,0
"(4,43)-(4,56)",86.68797612190247,3,1,4,2,10,24,0
"(4,50)-(4,56)",3.9135701954364777,12,1,2,45,39,8,0
"(4,51)-(4,52)",2.9957573287288028e-12,1,2,8,33,22,27,0
"(7,3)-(7,72)",50.05229115486145,8,28,9,14,30,3,0
"(7,12)-(7,52)",1.4223741975905035e-09,26,42,33,1,27,8,0
"(7,16)-(7,52)",4.57446390100813e-05,37,2,15,8,11,41,0
"(7,43)-(7,52)",0.002182496427849401,12,18,4,15,7,20,0
"(7,50)-(7,51)",0.03033057728316635,7,21,12,4,31,1,1
"(7,56)-(7,62)",1.8234918671045677e-14,10,2,1,33,17,29,0
"(7,56)-(7,72)",3.787457014681195e-07,6,8,2,3,48,43,0
"(7,63)-(7,72)",12.67872303724289,2,12,14,8,1,15,0
"(7,64)-(7,68)",38.679781556129456,1,2,20,4,8,33,0
