SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,44)-(2,66)",6.166541766106093e-05,32,28,15,12,14,8,0
"(2,49)-(2,66)",0.00020636662156903185,14,19,28,2,3,8,0
"(2,50)-(2,55)",1.2986550328625323e-14,1,10,29,4,24,2,0
"(5,16)-(5,32)",8.394614170459391e-09,1,10,35,31,4,3,0
"(5,17)-(5,28)",2.3342183856239746e-17,1,2,29,10,4,7,0
"(5,29)-(5,31)",28.047436475753784,1,2,7,29,8,45,0
"(5,35)-(5,51)",8.394614170459391e-09,1,10,35,31,4,3,0
"(5,36)-(5,47)",2.3342183856239746e-17,1,2,29,10,4,7,0
"(5,48)-(5,50)",28.047436475753784,1,2,7,29,8,45,0
"(7,8)-(7,51)",99.95492100715637,14,28,9,15,8,3,0
"(7,18)-(7,23)",0.00017509303233964602,1,4,10,2,34,9,0
"(7,18)-(7,32)",0.01679570705164224,14,4,25,1,3,12,0
"(7,36)-(7,38)",9.037902515274254e-06,4,2,1,6,14,10,0
"(7,36)-(7,51)",99.73499774932861,14,3,15,1,9,6,15
"(7,39)-(7,40)",2.810996400925969e-09,1,2,10,4,33,29,0
"(7,41)-(7,51)",7.095412909984589,14,9,25,2,12,4,0
"(7,42)-(7,45)",3.851426910728151e-06,1,2,4,14,12,8,0
"(7,46)-(7,47)",2.013315512569558e-10,1,2,10,31,4,33,0
"(8,8)-(8,57)",99.95583891868591,28,9,15,14,8,3,0
"(8,19)-(8,24)",0.00017509303233964602,1,4,10,2,34,9,0
"(8,19)-(8,37)",0.0011851680937979836,14,1,3,4,25,6,0
"(8,41)-(8,51)",0.013068702537566423,14,2,12,4,25,15,0
"(8,41)-(8,56)",36.95039451122284,14,3,15,9,25,1,15
"(8,42)-(8,45)",0.4812380764633417,4,1,14,6,2,31,0
"(8,46)-(8,47)",0.06997691234573722,1,4,2,10,31,20,0
"(8,52)-(8,53)",2.810996400925969e-09,1,2,10,4,33,29,0
"(8,54)-(8,56)",9.037902515274254e-06,4,2,1,6,14,10,0
