SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(2,78)",72.19527959823608,26,11,1,3,42,8,0
"(2,24)-(2,78)",0.8061595261096954,8,9,3,30,37,34,0
"(2,38)-(2,39)",6.671879715369755e-09,2,10,1,33,29,17,0
"(2,38)-(2,41)",0.3652255982160568,6,2,8,1,14,43,0
"(2,40)-(2,41)",8.278192714650245e-09,10,2,1,4,24,31,0
"(2,56)-(2,62)",8.965088937884502e-06,1,10,29,17,4,26,0
"(2,56)-(2,70)",3.026273660361767,15,37,2,48,33,36,0
"(2,63)-(2,70)",4.1464261357759824e-05,12,1,11,2,39,17,0
"(2,67)-(2,69)",1.0368980341013412e-06,2,1,8,4,12,21,0
"(4,22)-(4,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(4,22)-(4,67)",63.675475120544434,8,14,6,2,4,22,0
"(4,29)-(4,67)",31.34058713912964,8,47,12,39,18,11,8
"(4,30)-(4,63)",93.2133436203003,8,33,2,17,12,1,0
"(4,37)-(4,57)",0.0029697259378735907,33,1,2,24,4,17,0
"(4,41)-(4,57)",0.05552261136472225,1,11,2,30,8,15,0
"(4,42)-(4,43)",0.20875995978713036,2,1,4,12,14,29,0
"(4,46)-(4,51)",1.0493608648687314e-06,1,3,24,10,4,14,0
"(4,47)-(4,48)",9.121111234529684e-18,1,4,2,10,30,6,0
"(4,49)-(4,50)",5.2685477508473966e-09,1,4,2,6,30,10,0
"(4,61)-(4,62)",70.7369327545166,1,10,29,2,33,4,0
