SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(18,78)",41.38980209827423,21,11,36,26,8,12,0
"(16,11)-(16,53)",3.569800677283297e-07,26,17,1,46,11,2,0
"(16,13)-(16,53)",5.731433248001849e-05,33,26,42,8,3,1,0
"(16,17)-(16,53)",99.7463583946228,1,46,19,11,27,20,11
"(17,5)-(18,78)",1.9138803963869577e-05,30,36,11,16,34,13,0
"(17,16)-(17,24)",1.2989248662869304e-18,1,10,4,29,45,35,0
"(17,16)-(17,27)",0.0512609607540071,10,5,16,35,1,14,5
"(18,45)-(18,59)",6.948465210775079e-16,1,4,29,10,2,24,0
"(18,45)-(18,71)",0.5551830399781466,2,1,49,30,16,14,0
"(18,60)-(18,61)",1.1268495369172072e-15,29,1,45,10,2,4,0
"(18,62)-(18,66)",4.055587810025685e-08,4,1,31,45,24,29,0
