SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,19)-(7,59)",0.02519022091291845,26,8,11,1,40,37,0
"(6,23)-(6,32)",68.94288659095764,4,1,14,6,2,12,0
"(6,24)-(6,27)",39.998358488082886,6,14,4,2,1,8,0
"(6,28)-(6,29)",1.7135801666512407e-07,1,2,33,17,6,8,0
"(9,24)-(9,32)",7.710593059507262e-20,2,1,29,10,17,33,0
"(9,24)-(9,56)",98.1870174407959,6,8,2,48,30,3,0
"(9,33)-(9,56)",0.004578638618113473,33,17,8,1,2,26,0
"(9,34)-(9,52)",0.015764505951665342,8,2,33,9,15,1,0
"(9,35)-(9,44)",1.0810983226397412e-18,1,2,29,33,24,10,0
"(9,45)-(9,51)",2.7893386800315056e-05,2,1,6,14,4,8,0
