SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,22)-(17,49)",4.384278895486204e-06,25,14,9,19,46,3,0
"(17,29)-(17,48)",1.908088798074914e-07,9,2,25,22,12,3,0
"(17,30)-(17,34)",3.273134801390354e-11,12,1,2,29,9,8,0
"(20,7)-(20,52)",99.99998807907104,23,38,50,3,9,28,23
"(20,7)-(20,57)",0.0005811904884467367,23,22,6,38,19,1,0
"(20,8)-(20,28)",2.923689262114283e-19,9,4,22,3,2,50,0
"(20,9)-(20,13)",6.147972753505463e-16,1,2,10,4,12,29,0
"(20,31)-(20,51)",2.923689262114283e-19,9,4,22,3,2,50,0
"(20,32)-(20,36)",6.147972753505463e-16,1,2,10,4,12,29,0
"(20,56)-(20,57)",100.0,4,50,31,35,23,7,4
