SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,72)",0.05453275516629219,8,21,30,12,2,26,0
"(3,9)-(3,26)",4.3880077349456315e-07,17,26,33,1,2,10,0
"(3,15)-(3,16)",19.158490002155304,2,1,29,7,31,4,0
"(3,15)-(3,26)",99.5455265045166,1,10,2,17,11,20,0
"(3,30)-(3,72)",1.1033832335760781e-13,8,2,30,28,3,6,0
"(3,39)-(3,44)",75.38580298423767,10,35,1,14,4,3,4
"(3,48)-(3,62)",2.751975947470897e-10,1,10,4,2,29,31,0
"(3,48)-(3,72)",0.008902938134269789,14,1,9,15,10,3,0
"(3,63)-(3,64)",5.29302868201853e-07,10,1,4,17,29,2,0
"(3,65)-(3,69)",1.1251772846776475e-06,1,4,24,14,31,2,0
