SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(20,5)-(23,52)",0.01537978823762387,21,11,36,26,30,41,0
"(21,7)-(22,51)",0.13086312683299184,30,13,3,2,14,36,0
"(22,7)-(22,15)",7.133472285092424e-09,1,29,4,10,2,24,0
"(22,7)-(22,51)",5.812736228108406,3,14,15,13,6,2,0
"(22,16)-(22,17)",7.133472285092424e-09,1,29,4,10,2,24,1
"(22,18)-(22,51)",39.04970586299896,2,14,27,3,1,13,0
"(22,19)-(22,27)",1.41082370779299e-20,1,29,45,24,43,2,0
"(22,28)-(22,50)",0.1257841824553907,45,2,43,27,1,3,2
"(22,29)-(22,41)",3.508272181136466e-27,29,2,1,24,33,12,0
"(23,19)-(23,33)",3.2831633234309265e-05,1,4,2,10,31,24,0
"(23,19)-(23,45)",0.5779210478067398,14,15,6,30,49,2,0
"(23,34)-(23,35)",3.2831633234309265e-05,1,4,2,10,31,24,0
"(23,41)-(23,45)",5.400328184634873e-07,1,2,4,31,7,29,0
