SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(2,76)",39.047351479530334,26,11,1,37,40,42,0
"(2,22)-(2,76)",0.00848730924190022,8,11,37,34,9,26,0
"(2,37)-(2,76)",99.22478199005127,11,16,20,18,47,7,0
"(2,40)-(2,41)",3.710966429981699e-10,1,14,2,3,17,4,0
"(2,40)-(2,45)",4.726131805909972e-05,40,24,50,3,1,9,0
"(2,44)-(2,45)",3.710966429981699e-10,1,14,2,3,17,4,0
"(2,67)-(2,76)",8.975354313933703e-10,11,15,12,8,18,36,0
"(2,68)-(2,69)",99.99983310699463,1,2,14,12,31,4,0
"(4,17)-(6,63)",39.047348499298096,26,11,1,37,40,42,0
"(5,3)-(6,63)",0.38566605653613806,30,8,3,28,2,14,0
"(5,17)-(5,18)",1.9657088185919686e-11,10,1,2,33,24,29,0
"(5,17)-(5,20)",0.021719727374147624,49,6,2,1,16,12,0
"(5,19)-(5,20)",6.484538772610904e-06,12,5,15,16,2,1,0
"(6,49)-(6,55)",8.198802473388797e-14,1,2,21,10,26,29,0
"(6,49)-(6,63)",0.529811903834343,15,11,37,16,5,36,0
"(6,56)-(6,63)",2.4477038174097743e-07,12,1,2,31,39,11,0
"(6,60)-(6,62)",8.609707613516093e-07,1,2,12,21,8,18,0
"(8,22)-(8,28)",1.1382198582197845e-16,1,29,2,8,33,10,0
"(8,22)-(8,40)",62.38590478897095,2,8,6,3,33,24,0
"(8,29)-(8,40)",0.006735475471941754,12,39,8,2,1,18,0
"(8,30)-(8,36)",22.761330008506775,33,1,2,29,21,8,8
