SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(22,5)-(29,52)",3.015035390853882,21,11,26,8,12,41,0
"(22,11)-(26,76)",10.70302352309227,26,11,1,40,37,41,0
"(22,13)-(26,76)",0.0024337092327186838,26,11,37,21,1,8,0
"(23,7)-(26,76)",0.035956810461357236,11,20,36,12,1,26,0
"(24,7)-(26,76)",25.182706117630005,11,20,36,26,12,49,0
"(24,20)-(24,21)",19.48016583919525,5,16,15,49,11,10,0
"(25,7)-(26,76)",12.73871511220932,11,15,41,36,12,37,0
"(26,7)-(26,76)",0.037191761657595634,37,15,11,41,40,1,0
"(26,8)-(26,51)",0.0380007695639506,15,14,8,22,13,40,22
"(26,10)-(26,15)",4.8879201131057926e-06,24,1,4,50,2,22,0
"(26,14)-(26,15)",4.252994169947483e-11,4,1,7,31,24,2,0
"(26,17)-(26,18)",5.985095418266839e-13,1,10,4,24,29,26,0
"(29,19)-(29,33)",6.948465210775079e-16,1,4,29,10,2,24,0
"(29,19)-(29,45)",0.5551833193749189,2,1,49,30,16,14,0
"(29,34)-(29,35)",6.948465210775079e-16,1,4,29,10,2,24,0
