SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,78)",0.0020501413018791936,30,3,8,4,23,6,0
"(3,17)-(3,18)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,17)-(3,20)",14.114932715892792,6,2,3,30,1,8,0
"(3,49)-(3,55)",5.883958920094301e-06,1,2,4,21,9,8,0
"(3,49)-(3,63)",5.958275539619251e-08,2,9,7,1,10,14,0
"(3,56)-(3,63)",0.006130096880951896,12,1,8,2,9,20,0
"(3,57)-(3,58)",2.511232555235665e-07,1,2,21,29,8,17,0
"(5,22)-(5,28)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(5,22)-(5,70)",56.6156268119812,8,4,23,22,2,3,0
"(5,29)-(5,70)",35.82161366939545,8,11,12,1,2,26,0
"(5,30)-(5,66)",99.49809908866882,8,2,26,1,12,17,0
"(5,41)-(5,57)",0.026658334536477923,3,1,2,24,10,4,0
"(5,48)-(5,57)",0.05078294198028743,30,3,2,16,6,10,0
"(5,61)-(5,65)",65.51880240440369,1,4,17,2,10,29,0
