SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(2,74)",1.4096511527895927,26,9,3,11,1,8,0
"(2,20)-(2,74)",0.13129257131367922,11,8,23,9,3,30,0
"(2,35)-(2,74)",99.83919262886047,11,16,2,9,18,15,0
"(2,38)-(2,39)",1.60009861360777e-05,1,4,7,24,2,10,0
"(2,38)-(2,43)",72.22179174423218,24,3,2,10,1,15,0
"(2,42)-(2,43)",1.60009861360777e-05,1,4,7,24,2,10,0
"(2,65)-(2,74)",6.911450611823966e-06,11,24,1,15,12,8,0
"(2,66)-(2,67)",99.91379976272583,1,4,2,29,14,21,0
"(4,17)-(6,63)",1.4096511527895927,26,9,3,11,1,8,0
"(5,3)-(6,63)",0.023637527192477137,30,3,8,23,4,9,0
"(5,17)-(5,18)",3.4482754429632223e-07,10,1,24,17,29,2,0
"(5,17)-(5,20)",1.1117697693407536,6,2,16,1,3,30,0
"(5,19)-(5,20)",0.006400602433132008,24,11,1,15,16,10,0
"(6,49)-(6,55)",6.378600338891038e-10,1,21,4,29,10,2,0
"(6,49)-(6,63)",2.275649458169937,15,11,24,3,5,12,0
"(6,56)-(6,63)",5.168170247316084e-06,1,12,15,2,8,18,0
"(6,60)-(6,62)",9.68706643789119e-06,1,12,2,8,21,6,0
"(8,22)-(8,28)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(8,22)-(8,40)",55.89245557785034,2,4,3,8,10,9,0
"(8,29)-(8,40)",0.003550684778019786,1,8,2,12,6,11,0
"(8,30)-(8,36)",39.657506346702576,1,17,8,2,29,10,8
